id,normalized_name,gender
3054,chinese delegate,
3055,tiki,
3056,bar patrons,
3058,factory foreman,
3059,burt reynolds,
3060,charlie rose,
3061,robert evans,
3062,inspector,
3063,boisterous student,
3064,veejay,
3065,younger veejay,
3066,joe c,
3067,kid rock,
3068,band,
3070,female student,
3071,male student,
3072,radio anncr,
3073,southern dowager,
3074,cyborganizer,
3075,robobaby,
3077,dance coach,
3078,plain jane,
3079,latin milhouse,
3080,lisabella,
3082,texan man,
3083,thought bubble homer,
3084,organ salesman,
3085,mall manager,
3086,bojangles,
3087,lion,
3088,martian children,
3089,bret michaels,
3090,the admiral,
3091,lead singer,
3092,tourist,
3093,other doctors,
3094,dr wilmore,
3095,waitresses,
3096,rupert,
3097,crew member,
3098,dr stephen hawking,
3099,richie rich,
3100,female artist,
3101,sidekick 2,
3102,lisas lawyer,
3103,willie nelson,
3104,huckleberry hound,
3105,st peter,
3106,ghost homer,
3107,scout,
3081,little vicki,f
3076,eduardo,m
3011,betty white,f
3008,rachel,f
3069,sheriff,m
3040,casino manager,m
3110,goldilocks,
3111,rapunzel,
3112,witch,
3113,handsome man,
3114,snorky,
3115,wild dolphin,
3116,dumb-looking dolphin,
3117,drive-thru speaker,
3118,the simpsons,
3119,woodpecker,
3120,phone recording,
3121,bad austin powers impression,
3122,phone company lady,
3123,cartoon man,
3124,phoney,
3125,939ers,
3126,transporter,
3127,prospector,
3128,roger daltrey,
3129,john entwistle,
3130,pete townshend,
3131,peterogerjohn,
3132,olde springfielders,
3133,badger,
3134,stephen king,
3135,for dummies author,
3136,christopher walken,
3137,tom clancy,
3138,maya angelou,
3139,amy tan,
3140,author,
3141,sophie,
3142,female soldier,
3143,soldiers,
3144,stereo voice,
3145,ace of hearts,
3146,ace of clubs,
3147,ace of diamonds,
3148,ace of spades,
3149,all four aces,
3150,man with jewelers loupe,
3151,female teen 1,
3152,female teen 2,
3153,mobsters,
3154,squealer,
3156,old barber,
3157,mr thai,
3158,lead protester,
3160,activists,
3161,caleb,
3162,wild turkey,
3163,springfielders,
3164,male activist,
3165,singing waiters,
3166,scanner,
3167,financial planner,
3168,albuquerquean man,
3169,female trainer,
3170,mr costington,
3171,leeza gibbons,
3172,credit card swiper,
3173,virtual wiggum,
3174,terrorists,
3175,head terrorist,
3176,committee woman,
3177,citizen 1,
3178,citizen 2,
3179,patrick mcgoohan,
3180,blind man,
3181,number 2,
3182,fake homer,
3183,questo,
3184,questos thoughts,
3185,cosmonaut 1,
3186,cosmonaut 2,
3187,puppeteer,
3188,silver-haired man,
3189,fbi man,
3190,willies lawyer,
3191,ex-jock 2,
3192,ex-jock 1,
3193,ex-jocks,
3194,costume supervisor,
3195,ex-jock 3,
3196,disheveled clown,
3197,ringmaster,
3198,radio weather man,
3199,apu,
3200,hobgoblin,
3201,little bo peep,
3202,gi 1,
3203,young skinner,
3204,gi 2,
3205,wolf 1,
3206,wolf 2,
3207,camel lisa,
3208,harem girl bart,
3209,super-criminal,
3210,female warrior,
3211,adr sessions,
3212,smooth announcer,
3213,company spokesman,
3320,hippo,
3155,johnny tightlips,m
3214,female technician,
3215,cartoon dog,
3216,rockettes,
3217,king kong,
3218,female researcher,
3219,male researcher,
3220,six-year-old homer,
3221,classical dj,
3222,fire inspector,
3223,groom 1 groom 2,
3224,ring bearer,
3225,movie audience,
3226,burly usher,
3227,octoparrot,
3228,prisoner,
3229,rodeo clown 1,
3230,rodeo clown 2,
3231,sardonicus,
3232,dr steve,
3233,bruce vilanch,
3234,johnny cochran,
3235,mrs prince,
3236,gallagher,
3237,tom savini,
3238,mr rodgers,
3239,officer,
3240,weeping widow,
3241,wolves,
3242,gophers,
3243,stephanie,
3244,assistant director,
3245,black pawn,
3246,black rook,
3247,black king,
3248,tennis audience,
3249,serena williams,
3250,venus williams,
3251,serena,
3252,pete sampras,
3253,andre agassi,
3254,venus,
3255,game show host,
3256,ghostly sideshow bob,
3257,conservative 50s audience,
3258,judy carne,
3259,frances,
3260,lighting man,
3261,superexecutive,
3262,djiboutian runner,
3263,australian runner,
3264,runners,
3265,hip-looking man,
3267,party posse,
3268,joey fatone,
3269,justin timberlake,
3270,lance bass,
3271,chris kirkpatrick,
3272,jc chasez,
3273,cienega,
3274,arab woman,
3275,hippie 1,
3276,hippie 2,
3277,hippie 3,
3278,admiral,
3279,mad writer 1,
3280,mad writer 2,
3281,nsync,
3282,other writers,
3283,testimonial kid,
3284,blocko cowboy,
3285,blocko lincoln,
3286,cowboylincoln,
3287,souvenir salesman,
3288,henri,
3290,kirkmilhouse,
3291,vendor 1,
3292,vendor 2,
3293,vendor 3,
3294,2nd executive,
3295,spirit,
3296,chavez,
3297,mayor,
3298,freakish kid,
3299,francine rhenquist,
3300,poison service,
3301,female audience,
3302,business owner,
3303,factory owner,
3304,scientist 3,
3305,francines mom,
3306,francines dad,
3307,bag boys,
3308,unattractive waitress,
3309,female lawyer,
3310,male lawyer,
3311,villager,
3312,ngongo,
3313,african flight attendant,
3314,kitenge,
3315,doorman,
3316,baby rhino,
3317,cheetah,
3318,masai chief,
3319,masai tribesmen,
3321,bantu 1,
3322,bantu 2,
3323,joan bushwell,
3324,chimps,
3325,poacher,
3326,animal activist,
3327,miner chimp 1,
3328,miner chimp 2,
3329,muntu,
3330,linguo,
3331,bookish boy,
3332,thelonious,
3333,voice on transmitter,
3334,2nd voice on transmitter,
3335,3rd voice,
3336,krusty clock,
3337,rachel jordan,
3338,king david,
3339,frank sinatra,
3340,captain kirk,
3341,uhura,
3342,ymca representative,
3343,lugash,
3344,rapper,
3345,moon,
3346,marvin gaye,
3347,dogcat,
3348,bill cosby,
3349,airline rep,
3351,country doctor,
3352,abe bunyan,
3353,mrs abe bunyan,
3354,paul bunyan,
3355,sourdough moe,
3356,pual bunyan,
3357,connie appleseed,
3358,faint voice,
3359,huck finn,
3360,tom sawyer,
3361,becky thatcher,
3362,judge thatcher,
3363,parson lovejoy,
3364,sheriff wiggum,
3365,hucktom,
3366,cholera woman,
3367,baby vendor,
3368,gypsy,
3369,shrunken head,
3370,gil robot,
3371,robot worker 1,
3372,robot worker 2,
3373,robot workers 1 and 2,
3374,ultrahouse 3000,
3375,matthew perry,
3376,dennis miller,
3378,harry potter,
3379,prince,
3380,prince william,
3381,barts prince,
3382,montymort,
3383,slithers,
3384,krusty face,
3385,comic book guy face,
3386,frog prince,
3387,campy 40s movie detective,
3388,cora,
3389,police dog,
3391,seal,
3392,dr kaufman,
3393,super-muscular soldier,
3394,prof huntington,
3395,formico,
3396,models,
3397,model 2,
3398,model 1,
3399,sad robot,
3400,female bargoer,
3401,male bargoer,
3402,bargoers,
3403,rem,
3404,peter buck,
3405,michael stipe,
3406,mike mills,
3407,turkey,
3408,animal catcher 1,
3409,older chinese man,
3410,writers,
3411,mr burns brain,
3412,anti-theft device,
3413,burly,
3414,mama celeste,
3415,paul newman,
3416,mesmerino,
3417,buddy love,
3418,young lenny,
3419,young carl,
3420,young louie,
3421,young fat tony,
3422,young moe,
3423,young legs,
3424, Sr. waylon smithers sr,
3425,waylon jr,
3426,space ship ensign,
4164,cake,
3350,hobo,m
3377,pierce brosnan,m
3427,space ship captain,
3428,astronaut pitchman,
3429,wino,
3430,council members,
3431,money changer,
3432,ghostly voice,
3433,richard gere,
3434,strom thurmond,
3435,ralph nader,
3436,dracula,
3437,bob dole,
3438,environmentalist,
3439,spotted owl,
3441,other students,
3442,cougar,
3443,overweight man,
3444,people in the pyramid,
3445,people in pyramid,
3446,ceo,
3447,motherloving,
3448,lawyers,
3449,dia-betty,
3450,electronically-altered voice,
3451,count fudge-ula,
3452,sugar dealer,
3453,two male marchers,
3454,marcher,
3455,lesbians,
3456,gay man,
3457,duck,
3458,justin,
3459,soccer mummy,
3460,teenage soccer player,
3461,announcer 3,
3462,teenage usher 1,
3463,teenage usher 2,
3465,society man,
3466,barbara walters,
3467,joy behar,
3468,gen x girl,
3469,star jones,
3470,professor van doren,
3471,derby announcer,
3472,beer vendor,
3473,derby announcer 1,
3474,kristen davis,
3475,kim catrall,
3476,sarah jessica parker,
3477,taxi driver,
3478,german baron,
3479,dinosaur doll,
3480,one-armed man,
3481,ant,
3482,helicopter cop,
3483,headmaster,
3484,headmasters wife,
3485,wolfgang puck,
3486,little rich boy,
3487,greta wolfcastle,
3488,snobby bully 1,
3489,snobby bully 2,
3490,lookalike,
3491,teenage waiter,
3492,tram driver,
3493,bully 1,
3494,bully 2,
3495,canadian player,
3496,ostrich,
3497,cowboy,
3499,sad cowboy,
3500,bank robber,
3501,grampas recorded voice,
3502,zelda,
3504,elderly ladies,
3505,old men,
3506,black best friend,
3507,distinguished voice,
3508,hispanic gentleman,
3509,1940s announcer,
3510,revue cast members,
3511,charo,
3512, JR. ray jay johnson jr,
3513,charlie callas,
3514,yakov smirnov,
3515,audience members,
3516,charro,
3517,dionysus barney,
3518,sea captainposeidon,
3519,sea captainposeidon cloud,
3520,sirens,
3521,crewmembers,
3522,discus stu,
3523,greek sailors,
3524,circe,
3525,lenny pig,
3526,dead souls,
3527,other suitors,
3528,goose,
3529,catapult man,
3530,french army,
4165,pie 3,
3498,buck,m
3503,zack,m
3440,gabriel,m
3531,english soldier,
3532,english soldier 1,
3533,english soldier 2,
3534,judge lovejoy,
3535,courtroom audience,
3536,hamlet bart,
3537,court,
3538,viking,
3539,guilden-lenny,
3540,rosen-carl,
3541,man in the moon,
3542,female robot,
3543,mr movie phone,
3544,telemarketer,
3545,ronaldo,
3546,sexy blonde woman,
3547,pineapple man,
3548,flamingo,
3549,lifeguard,
3550,potato,
3551,crows,
3552,present-day homer,
3553,trey anastasio,
3554,page mcconnell,
3555,jon fishman,
3556,some audience members,
3557,mike gordon,
3558,pete,
3559,seamus,
3560,booking agent,
3561,mr blackwell,
3562,jenkins,
3563,danger dog,
3564,stan lee,
3565,stegosaurus,
3566,todd linux,
3567,bin laden,
3568,lou rawls,
3569,voice actor,
3570,cartoon bart,
3571,passersby,
3572,paperboy,
3573,milkman,
3574,piano lady,
3575,squishee lady,
3576,tom brokaw,
3577,dream squishee lady,
3578,james lipton,
3579,delivery guy,
3580,divorce lawyer,
3581,sashi,
3582,pria,
3583,uma,
3584,sandeep,
3585,nabendu,
3586,gheet,
3587,deliveryman,
3588,ms pommelhorst,
3589,liberace doll,
3590,carrie,
3591,tina,
3592,robert pinsky,
3593,student 1,
3594,student 2,
3595,glue-bottle cow,
3596,student 3,
3597,student 4,
3598,caterpillar,
3599,screamapillar,
3600,homer devil,
3601,homer angel,
3602,voice over megaphone,
3603,mrs bellamy,
3604,ladies,
3605,prison warden,
3606,michael clark duncan,
3607,executioner,
3608,man with braces,
3609,carmen electra,
3610,butterfly,
3611,fonzie,
3612,arnie,
3613,looters,
3614,beatnik,
3615,monster,
3616,newsie,
3617,otis,
3618,other gangsters,
3619,maude ghost,
3620,demon maude,
3621,peddler,
3622,homer double,
3623,doubles,
3624,homer doubles,
3625,tracey ullman show homer,
3626,farmer gil,
3627,army general,
3628,air force general,
3629,william bonney,
3630,william bonneybilly the kid,
3631,billy the kid,
3632,sundance kid,
3633,frank james,
3634,kaiser,
3635,future homer,
3636,turkey frink,
3637,panther marge,
3638,cow flanders,
3639,ralph peacock,
3640,comic book ram,
3641,pig wiggum,
3642,owl lisa,
3643,alligator sea captain,
3644,fox burns,
3645,lisa owl,
3646,spider bart,
3647,disco shrew,
3648,other manimals,
3649,walrus homer,
3650,cab driver,
3651,network announcer,
3652,female cab driver,
3653,drunk homer,
3655,keith richards,
3656,elvis costello,
3657,lenny kravitz,
3658,kenny loggins,
3659,brian setzer,
3660,tom petty,
3661,groupies,
3662,rock stars,
3663,salvadoran rebel,
3664,jeff probst,
3665,rhino,
3666,male game show host,
3667,race track announcer,
3668,japanese joey,
3669,japanese phoebe,
3670,clock announcer,
3671,robot 1,
3672,robot 2,
3673,clown,
3674,characters,
3675,mc safety,
3676,caution crew member,
3678,third-grade class,
3679,third-grade girl,
3680,teenagers,
3681,senate chairman,
3682,governor mary bailey,
3683,homeless man,
3684,mountain man,
3685,grandpappy,
3686,mountain woman,
3687,spanish man,
3689,kid announcer,
3690,baja men,
3691,lindsaycookie,
3692,television,
3693,clownface,
3694,chief ohara,
3695,veterans,
3696,head veteran,
3697,angelo,
3698,all men,
3699,kiki,
3700,shoe buyer 1,
3701,shoe buyer 2,
3702,stampy,
3703,baha men,
3704,larry holmes,
3705,gummy sue,
3706,kozlov,
3707,termites,
3708,exterminator,
3709,bran producers,
3710,bran producer 1,
3711,bran producer 2,
3712,mitch,
3713,david lander,
3714,bearded man,
3715,female castaway,
3716,sad man,
3717,reality show tribe,
3718,cameraman 1,
3719,cameraman 2,
3720,cop 1,
3721,cop 2,
3722,masseur,
3723,asian masseuse,
3724,yoga master,
3725,man with mustache,
3726,homer thoughts,
3727,roommate,
3728,decapitating harry,
3729,high-tech cell,
3730,junior,
3731,man dressed as jester,
3732,reveler,
3733,six-year-old grampa,
3734,judge 2,
3735,judge 1,
3736,judge 3,
3737,robin williams,
3738,committee chairman,
3739,sad whiny voice,
3740,animatronic gay men,
3741,riders,
3742,rider,
3743,robot mother,
3744,maniacal-looking teacher,
3654,mick jagger,m
3688,cookie kwan,f
3745,little richard,
3746,skinners thoughts,
3747,mrs skinners thoughts,
3748,cartoon mouse voice,
3749,female mtv vj,
3750,elliott gould,
3751,girls thoughts,
3752,bully,
3753,turbo diary,
3754,movie narrator,
3755,flanders voice,
3756,space frog,
3757,astronaut voice,
3758,sheriff lisa,
3760,head protester,
3761,giuseppe,
3762,miss september,
3763,scary voice,
3764,scary man,
3765,mugger,
3766,cheap girlfriend,
3767,ruth powers,
3768,sonya,
3769,lisa leslie,
3770,swish,
3771,david mccullough,
3772,ken burns,
3773,skating announcer,
3774,tanker driver,
3775,aa group,
3776,bowler,
3777,bowling teammates,
3778,booming voice,
3779,buddha,
3780,walter cronkite,
3781,ornette coleman,
3782,furbies,
3783,balki,
3784,happy face,
3785,uwa,
3786,stenographer,
3787,tony hawk,
3788,tom delonge,
3789,mark hoppus,
3790,travis barker,
3791,event announcer,
3792,commercial actress,
3793,60-year-old nelson,
3794,booberella,
3795,frankenstein,
3796,gravelly male singer,
3797,truck commercial announcer,
3798,rib-it,
3799,lisas cheering section,
3801,barnard,
3802,radcliffe,
3803,wellesley,
3804,mount holyoke,
3805,vassar,
3806,smith,
3807,bryn mawr,
3808,seven sisters,
3809,real lisa,
3810,ribhead,
3811,ribhead 2,
3812,italian man,
3813,sun moon,
3814,hibbert boy,
3815,big band singer,
3816,irish cop,
3818,reporter cletus,
3819,james l brooks,
3820,helen fielding,
3821,moe howard,
3822,airport official,
3823,republicans,
3824,armstrong,
3825,jet pilot,
3826,fox news anchor,
3827,southern congressman,
3828,elderly congressman,
3829,committee member,
3830,committee member 2,
3831,congressperson,
3832,sgt at arms,
3833,speaker of the house,
3834,house members,
3835,mouse paramedic,
3836,nuts bolts,
3837,terrence,
3839,first worker,
3840,capitol dome,
3841,nuclear inspector,
3842,animated skinner,
3844,sad voice,
3845,hobby shop guy,
3846,astronomer,
3847,male computer voice,
3848,angry mob,
4166,pies,
3817,sara sloane,f
3800,george plimpton,m
3759,colt,m
3838,stark richdale,m
3849,jimmy the snitch,
3850,puzzle lenny,
3851,bachelors,
3854,stylist,
3855,lesbian,
3856,large gay man,
3857,weird al,
3858,black knight,
3859,king,
3860,young dr hibbert,
3861,david byrne,
3862,william shatner,
3863,wrangler 1,
3864,wrangler 2,
3865,luke,
3866,cleanie,
3867,native american,
3868,clara,
3869,native american woman,
3870,brave,
3871,owl,
3872,rabbit,
3873,elk,
3874,dry cleaner,
3875,man with sack,
3876,man with plow,
3877,rin tin tin,
3878,hk duff,
3879,american astronaut,
3880,russian astronaut,
3881,astronauts,
3882,les,
3883,regis,
3884,suds mcduff,
3885,derelicts,
3886,parasailer 1,
3887,parasailer 2,
3888,male narrator,
3889,female tour guide,
3890,female,
3891,southern woman,
3892,womans daughter,
3893,armando,
3894,tv chef,
3895,grouchy old man,
3896,sweet old lady,
3897,peruvian frogs,
3898,steve buscemi,
3899,turks,
3900,marriage counselor,
3901,jackson browne,
3902,busboys,
3903,farty,
3904,oj,
3905,pax announcer,
3906,silver-haired woman,
3907,jim proudfoot,
3908,junior dandy chief,
3909,venus flytrap,
3910,beautiful woman,
3911,jethro,
3912,granny,
3913,hot woman,
3914,elmo,
3915,godfather,
3916,homer doll,
3917,don castellaneta,
3918,younger mobster,
3919,death,
3920,frankie the squealer,
3921,swedish scientist,
3923,young professor frink,
3924,jennifer garner,
3925,dudley herschbach,
3926,oscar de la hoya,
3927,fbi agent,
3928,asian woman,
3929,federal agent,
3930,female prisoners,
3931,second prisoner,
3932,prison bus driver,
3933,other prisoners,
3934,first prisoner,
3935,french teacher,
3936,michael moore,
3937,boy student,
3938,dad 2,
3939,alien rock band,
3940,museum-goers,
3941,edwina,
3942,tony blair,
3943,english gentleman,
3944,concierge,
3945,jk rowling,
3946,squeaky-voiced british teen,
3947,judi dench,
3948,gentleman 1,
3949,gentleman 2,
3950,lord daftwager,
3951,evan marriott,
3952,sir ian mckellen,
3953,deep british voice,
3954,courtroom,
3955,young girl in crowd,
3922,frink senior,m
3852,grady,m
3956,second guard,
3957,sparkly elves,
3958,madonna,
3959,homer-ish womans voice,
3960,abbey,
3961,cucumber moses,
3962,candy ball,
3963,grant connor,
3964,care bear,
3965,prostitute,
3966,2nd peddler,
3967,1st construction worker,
3968,2nd construction worker,
3969,ultrasound woman,
3970,jeremy,
3971,diane,
3972,beach boys experience,
3973,curb re-painter,
3974,kathy,
3975,holiday special announcer,
3976,soulful prune,
3977,classy clerk,
3978,talking astrolabe,
3979,redneck radio dj,
3980,country singer,
3981,backup singers,
3982,astrolabe,
3983,jimmy stewart puppet,
3984,cartoon announcer,
3985,mr mcgrew,
3986,bob cratchett,
3987,ghost of xmas past,
3988,sitcom character,
3989,ebenezer urkel,
3990,mr sulu,
3991,mr scott,
3992,pregnant woman,
3993,wildlife host,
3994,hank hill,
3996,gerbil,
3997,kids chorus,
3998,helpful bear,
3999,concert announcer,
4000,tinky winky,
4001,concert crowd,
4002,kid crowd,
4003,afghani man,
4004,most of crowd,
4005,speak n spell,
4006,perverts,
4007,tobacco lobbyist,
4008,mother on ad,
4009,actress in blue wig,
4010,yeeeessss man,
4011,bike guy,
4012,macho tv announcer,
4013,robot wars announcer 2,
4014,robot wars announcer 1,
4015,knockahomer,
4016,scary robot,
4017,security voice,
4018,esme delacroix,
4019,boris,
4020,siren,
4021,bartleby,
4022,leezakiah,
4023,temperance,
4024,captain mordecai,
4025,cyrus manley,
4026,jealousy,
4027,honesty,
4028,conscience,
4029,libido,
4030,thomas pynchon,
4031,springfieldites,
4032,ashley olsen,
4033,mary-kate olsen,
4034,elderly librarian,
4036,margarine of aragon,
4037,court herald,
4038,royal physician,
4039,prince bart,
4040,margarine,
4041,thomas more,
4042,barrister,
4043,anne boleyn,
4044,archbishop lovejoy,
4045,jane seymour,
4046,next wife 2,
4047,next wife 3,
4048,anne of cleves,
4049,advisor moe,
4050,chief homer,
4051,sacagawea,
4052,charbonneau,
4053,explorers,
4054,mozart,
4055,salieri,
4056,rainer wolfcastle,
4057,fops,
4058,emperor joseph ii,
4059,knight chorus,
4035,henry viii,m
4060,ladies in waiting chorus,
4061,female soloist,
4062,fop 1,
4063,fop 2,
4064,chancellor smithers,
4065,beethoven,
4066,crazies,
4067,isabel sanford,
4068,70s announcer,
4069,paul lynde,
4070,nadia comaneci,
4071,lancelot link,
4072,kitt,
4073,salem the cat,
4074,mr ed,
4075,woman bystander,
4076,scratchys face,
4077,indigent man,
4078,yesss man,
4079,airline employee,
4080,boy 2,
4081,cap city boys,
4082,little milhouse,
4083,indigent woman,
4084,miss wickerbottom,
4085,phonic frog,
4087,ticket vendor,
4088,creepy little girl,
4089,mysterious noise,
4090,sec agent 1,
4091,sec agent 2,
4092,committee chairwoman,
4093,congressional committee,
4094,arties,
4095,female ticket vendor,
4096,human senator,
4097,2nd voice,
4098,enormous robot,
4099,miner father,
4100,jason,
4101,jim-jam,
4102,wise alien,
4103,geeky programmer,
4104,man in suit,
4105,vintner,
4106,randall,
4107,randall curtis,
4108,germans,
4109,alcoholics,
4110,kyle,
4111,greeter,
4112,store employee,
4113,juvies,
4114,crowd of mice,
4115,juvie 1,
4117,girl juvies,
4118,boy juvie,
4119,juvie 2,
4120,juvie girl,
4121,female alien,
4122,blacksmith,
4123,skinner on plaque,
4124,cyborg spider mrs skinner,
4125,wedding guests,
4126,white rabbit,
4127,hulk,
4128,klingons,
4129,principal skinner ct,
4130,klingon 1,
4131,klingon 2,
4132,convention freak,
4133,klingon wedding minister,
4134,unrecognizable simpsons,
4135,uncle tyrone,
4136,ryan oneal,
4137,ali mcgraw,
4138,miami passengers,
4139,fit man,
4140,10 years younger homer,
4141,10 years younger marge,
4142,female gate announcer,
4143,1st class stewardess,
4144,hotel operator,
4145,young wife,
4146,young husband,
4147,animal character,
4148,widow 1,
4149,widow 2,
4150,widows,
4151,attractive widow,
4152,raoul,
4153,american skipper,
4154,canadian skipper,
4155,americancanadian skippers,
4156,contestant 1,
4157,contestant 2,
4158,farmer billy,
4159,pig owner,
4160,salad,
4161,nichelle nichols,
4162,pie 1,
4163,pie 2,
4086,simon,m
4167,girl scout,
4168,dalai lama,
4170,10-year-old lenny,
4171,10-year-old carl,
4172,tj,
4173,ms killebrew,
4174,ten-year-old marge,
4175,young helen,
4176,homers mind,
4177,marges mind,
4178,guard on walkie-talkie,
4179,junkies,
4180,barneys voice,
4181,managing editor,
4182,eager young reporter,
4183,golf-course employee,
4184,other golfers,
4186,elderly southern senator,
4187,other senators,
4188,aide 1,
4189,aide 2,
4190,swat team leader,
4191,detainee 1,
4192,detainee 3,
4193,us constitution,
4194,bill o rights,
4195,old coot,
4196,young guard,
4197,immigration officer,
4198,girlfriend,
4199,cartoon eagle,
4200,nva sgt,
4201,alien boss,
4202,harlot,
4205,dr bartley,
4206,cockney woman,
4207,peter pan,
4208,purveyor,
4209,stool,
4210,mao,
4211,ebenezer burns,
4212,addicts,
4213,lord mayor quimby,
4214,pleasant female voice,
4215,blackula,
4216,2nd homer,
4217,potluckers,
4218,marges face,
4219,billy bullion cube,
4220,stuart,
4221,james caan,
4222,head judge,
4223,twinkle the kidd,
4224,pringles-type man,
4225,koobler dwarf,
4226,food icons,
4227,eight-year-old girl,
4228,eight-year-old girls friend,
4229,male clerk,
4230,reflection,
4231,mr muntz,
4232,news crew member 1,
4233,news crew member 2,
4235,bob dylan,
4236,teenage moe,
4237,lisas reflection,
4238,hard-bitten man,
4239,conf delegate,
4240,man caught in lava,
4241,sponge bob,
4242,sgt activity,
4243,lt adventure,
4244,exhibitor 1,
4245,exhibitor 3,
4246,retailers,
4248,chum,
4249,homers muzzle,
4250,employment counselor,
4251,border agent,
4252,canadians,
4253,pharmacist,
4254,us border guard,
4255,2nd us border guard,
4256,los jacquitos leader,
4257,mountie,
4258,canadian official 1,
4259,canadian official 2,
4260,server 1,
4261,server 2,
4262,health inspector,
4263,new health inspector,
4264,loan officer,
4265,drunks,
4266,three of diamonds,
4267,five of diamonds,
4268,jack of clubs,
4269,eight of clubs,
4204,eliza,f
4169,10-year-old homer,m
4185,nash castor,m
4203,inspector wiggum,m
4247,goose gladwell,m
4270,jack of diamonds,
4271,squeaky-voiced teen attendant,
4272,toddler,
4273,moe-bird,
4274,moes thoughts,
4275,france,
4276,japan,
4277,botswana,
4278,antarctica,
4279,italian tour guide,
4280,italian plumber,
4281,african-american man,
4282,deion overstreet,
4283,grandson,
4284,grandfather,
4285,timmy,
4286,lebron james,
4287,michelle kwan,
4288,yao ming,
4289,mr burns logo,
4290,captain mccallisters head,
4291,espn-style anchorman 1,
4292,espn-style anchorman 2,
4293,warren sapp,
4294,tom brady,
4295,huge man 1,
4296,commissioner,
4297,texas owner,
4298,nfl film-type announcer,
4299,different man,
4300,super bowl crowd,
4301,game show audience,
4302,anchorman,
4303,alcatraaaz,
4304,woman in crowd,
4305,50 cent,
4306,familiar voice,
4307,deputy,
4308,bart on tape,
4309,tailor,
4310,needy woman,
4311,posse,
4312,howell huser,
4313,kitchen wizard,
4314,calypso singer,
4315,calypso chorus,
4316,veronica,
4317,homers,
4318,leslie,
4319,ranger johnson,
4320,store manager,
4321,backpack,
4322,gary busey,
4323,dutchwoman,
4324,frenchman,
4325,six-year-old-bart,
4326,4-year-old lisa,
4327,robert wagner,
4328,active woman,
4329,mr zhao,
4330,chinese dragon,
4331,red dragon,
4332,chinese pilot,
4333,chinese co-pilot,
4334,functionary,
4336,barbarian,
4337,2nd barbarian,
4338,chinese uncle ben,
4339,chinese willy,
4340,chinese announcer,
4341,disgruntled audience member,
4342,disgruntled audience member 2,
4343,disgruntled audience member 3,
4344,chinese acrobats,
4345,ling,
4346,chinese man,
4347,chinese guard 1,
4348,chinese guard 2,
4349,david silverman,
4350,muscular homer,
4351,brenda,
4352,roger,
4353,fashionable lady,
4354,andrew jackson,
4355,new england rv-er,
4356,martha,
4357,southern rv-er,
4358,jesus,
4359,rv-ers,
4360,square dance caller,
4361,suv families,
4362,turkish captain,
4363,turkish crewman,
4364,male tenor,
4365,springfield billy,
4366,female theatergoer,
4367,snobby older male theatergoer,
4368,snobby theatergoers,
4369,basketball player,
4370,oboist,
4371,frank gehry,
5087,aleppo,
4372,shelbyvillians,
4373,officer krackney,
4376,jenda,
4378,teenage nelson,
4379,sherris belly,
4380,terris belly,
4381,assistant principal kearney,
4382,teenage ralph,
4383,angry rainbows,
4384,teenage martin,
4385,robo-wiggum,
4387,moe-clone,
4388,uni-clams,
4389,sad uni-clam,
4390,spider moe,
4391,graduates,
4392,teenage sherri,
4393,50-ish lisa,
4394,50-ish milhouse,
4395,vice-president cletus,
4396,knockers waitress,
4397,president homer,
4398,record,
4399,brooklyn private,
4400,sergeant skinner,
4401,stapled soldier,
4402,army men,
4403,vending machine,
4404,vending machine 2,
4406,german backpacker,
4407,female german backpacker,
4408,german student,
4409,sadistic german backpacker,
4410,clarissa wellington,
4411,cameron winklevoss,
4412,teenage pa,
4413,bored voice,
4414,10-year-old-girl,
4415,photography club,
4416,buddhist monk,
4417,anguished woman,
4418,man in devil suit,
4419,marine biologist,
4420,bookstore clerk,
4421,euro-trash voice,
4422,archangel,
4423,demon,
4424,dean martin,
4425,public radio announcer,
4426,female radio host,
4427,stefan whitmore,
4428,bohemian-looking man,
4429,goat,
4430,katja,
4431,vicki,
4432,male crowd,
4433,clay,
4434,humbleton passersby,
4435,humbleton man,
4436,humbleton woman,
4437,jason bateman,
4438,sister thomasina,
4440,seans dad,
4441,young sean,
4442,st sebastian,
4443,dying soldier,
4444,church women,
4445,croquet player 1,
4446,croquet player 2,
4447,emcee,
4448,pious riot,
4449,band member,
4450,band members,
4451,1st leader,
4452,2nd leader,
4453,1st army,
4454,2nd army,
4455,oakland player,
4456,1st actress,
4457,2nd actress,
4458,character,
4459,sea creature,
4460,caleb thorn,
4461,manatee,
4462,victor,
4463,uncle john,
4464,aunt kathy,
4465,randy,
4466,jet skier 1,
4467,jet skier 2,
4468,jet skiers,
4469,vampire puppet,
4470,frederick ives hologram,
4471,katherine blodgett hologram,
4472,alexander graham bell hologram,
4473,elisha gray hologram,
4405,tab spangler,m
4439,father sean,m
4386,bender,m
4474,museum head,
4475,shadowy creature,
4476,plant monster,
4477,pane of glass,
4478,shrimp monster,
4479,milton burkhart,
4480,gravedigger billy,
4481,cowboy in black,
4482,ben cartwright,
4483,child therapist,
4484,2-year-old bart,
4485,grandmotherly woman,
4486,bart spider,
4487,milhouse slug,
4488,wild beast 1,
4489,wild beast 2,
4490,wild beast 3,
4491,wild beasts,
4492,emotional woman,
